KEGG_ko	arc_domain_prop	bac_domain_prop	Gene	Map	Pathway	alignment_length	highest_COG_cat	difference_1st_and_2nd	categories	COG_freq	COG_cat	archaea	bacteria	alternative_COGs	COG_perc	COG	COG_NAME	COG_TAG	sequences	Arc_prop	Bac_prop	constrained_median	ML_median	MEAN_OF_MEDIANS	RANGE_OF_MEDIANS	Probable_and_sampling_threshold_met	Possible_and_sampling_threshold_met	Probable	Possible
K00059	0.6028571428571429	0.8917378917378918	fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	path:map00061,path:map00333,path:map00780,path:map01100,path:map01110,path:map01212,path:map01240	Fatty acid biosynthesis,Prodigiosin biosynthesis,Biotin metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Fatty acid metabolism,Biosynthesis of cofactors	28.0	1449.0	1016.0	6.0	0.737029501525941	IQ	591.0	1363.0	6.0	0.960834181078332	COG1028	NAD(P)-dependent_dehydrogenase,_short-chain_alcohol_dehydrogenase_family	FabG	1954.0	0.3024564994882293	0.6975435005117707					0	0	0	0
K00060	0.1057142857142857	0.2792022792022792	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]	path:map00260,path:map01100	Glycine, serine and threonine metabolism,Metabolic pathways	202.0	79.0	2.0	3.0	0.503184713375796	E	41.0	116.0	1.0	1.0	COG1063	Threonine_dehydrogenase_or_related_Zn-dependent_dehydrogenase	Tdh	157.0	0.2611464968152866	0.7388535031847133	0.91822146445961	0.885053255747092	0.9016373601033508	0.0331682087125179	1	1	1	1
K00064	0.0028571428571428	0.1111111111111111	E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]	path:map00051,path:map00053,path:map01100,path:map01110,path:map01120	Fructose and mannose metabolism,Ascorbate and aldarate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments	241.0	62.0	0.0	1.0	1.0	C	1.0	61.0	1.0	1.0	COG0667	Pyridoxal_reductase_PdxI_or_related_oxidoreductase,_aldo/keto_reductase_family	PdxI	62.0	0.0161290322580645	0.9838709677419356	0.0167455798822506	0.0639522055257379	0.0403488927039942	0.0472066256434872	0	0	0	0
K00065	0.0142857142857142	0.2621082621082621	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	path:map00040,path:map01100	Pentose and glucuronate interconversions,Metabolic pathways	172.0	130.0	0.0	1.0	1.0	IQ	5.0	125.0	1.0	1.0	COG1028	NAD(P)-dependent_dehydrogenase,_short-chain_alcohol_dehydrogenase_family	FabG	130.0	0.0384615384615384	0.9615384615384616	0.0040570145296068	0.252591141705545	0.1283240781175758	0.2485341271759381	0	0	0	0
K00066	0.0171428571428571	0.094017094017094	algD; GDP-mannose 6-dehydrogenase [EC:1.1.1.132]	path:map00051,path:map00520,path:map01100,path:map01250,path:map02020	Fructose and mannose metabolism,Amino sugar and nucleotide sugar metabolism,Metabolic pathways,Biosynthesis of nucleotide sugars,Two-component system	272.0	31.0	20.0	2.0	0.738095238095238	M	6.0	36.0	2.0	0.738095238095238	COG1004	UDP-glucose_6-dehydrogenase	Ugd	42.0	0.1428571428571428	0.8571428571428571	0.306821855504025	0.357436949064839	0.332129402284432	0.050615093560814	0	0	0	0
K00067	0.3371428571428571	0.6837606837606838	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	path:map00521,path:map00523,path:map00541,path:map01100,path:map01110,path:map01250	Streptomycin biosynthesis,Polyketide sugar unit biosynthesis,O-Antigen nucleotide sugar biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of nucleotide sugars	65.0	451.0	430.0	6.0	0.916666666666667	M	139.0	352.0	6.0	0.932926829268293	COG1091	dTDP-4-dehydrorhamnose_reductase	RfbD	491.0	0.2830957230142566	0.7169042769857433	0.0483690390677354	0.197548368746475	0.1229587039071052	0.1491793296787396	0	0	0	0
K00068	0.0428571428571428	0.1282051282051282	srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	path:map00051,path:map01100	Fructose and mannose metabolism,Metabolic pathways	161.0	57.0	48.0	3.0	0.802816901408451	IQ	16.0	55.0	2.0	0.816901408450704	COG1028	NAD(P)-dependent_dehydrogenase,_short-chain_alcohol_dehydrogenase_family	FabG	71.0	0.2253521126760563	0.7746478873239436	0.0381937529130566	0.222463701331126	0.1303287271220913	0.1842699484180694	0	0	0	0
K00070	0.0057142857142857	0.0	HSD3B; 3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1]	path:map00140,path:map01100,path:map04913,path:map04925,path:map04927,path:map04934	Steroid hormone biosynthesis,Metabolic pathways,Ovarian steroidogenesis,Aldosterone synthesis and secretion,Cortisol synthesis and secretion,Cushing syndrome	360.0	2.0	0.0	1.0	1.0	C	2.0	0.0	1.0	1.0	COG1304	FMN-dependent_dehydrogenase,_includes_L-lactate_dehydrogenase_and_type_II_isopentenyl_diphosphate_isomerase	LldD	2.0	1.0	0.0					0	0	0	0
K00073	0.0057142857142857	0.0655270655270655	allD; ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]	path:map00230,path:map01100,path:map01120	Purine metabolism,Metabolic pathways,Microbial metabolism in diverse environments	260.0	46.0	0.0	1.0	1.0	C	2.0	44.0	1.0	1.0	COG2055	Malate/lactate/ureidoglycolate_dehydrogenase,_LDH2_family	AllD	46.0	0.0434782608695652	0.9565217391304348	0.008338242656295	0.016187639385184	0.0122629410207395	0.007849396728889	0	0	0	0
K00074	0.3657142857142857	0.4672364672364672	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	path:map00360,path:map00362,path:map00650,path:map01100,path:map01120,path:map01200	Phenylalanine metabolism,Benzoate degradation,Butanoate metabolism,Metabolic pathways,Microbial metabolism in diverse environments,Carbon metabolism	164.0	465.0	398.0	2.0	0.87406015037594	I	219.0	313.0	3.0	0.973684210526316	COG1250	3-hydroxyacyl-CoA_dehydrogenase	FadB	532.0	0.4116541353383459	0.5883458646616542	0.227626497032715	0.765922475438865	0.49677448623579	0.5382959784061501	0	0	0	0
K00075	0.0085714285714285	0.9344729344729344	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	path:map00520,path:map00550,path:map01100,path:map01250	Amino sugar and nucleotide sugar metabolism,Peptidoglycan biosynthesis,Metabolic pathways,Biosynthesis of nucleotide sugars	97.0	344.0	326.0	5.0	0.934782608695652	M	3.0	365.0	5.0	0.921195652173913	COG0812	UDP-N-acetylenolpyruvoylglucosamine_reductase	MurB	368.0	0.0081521739130434	0.9918478260869564	0.0624129275994087	0.0521649978463656	0.0572889627228871	0.0102479297530431	0	0	0	0
K00076	0.0057142857142857	0.0769230769230769	hdhA; 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]	path:map00121	Secondary bile acid biosynthesis	211.0	31.0	0.0	1.0	1.0	IQ	2.0	29.0	1.0	1.0	COG1028	NAD(P)-dependent_dehydrogenase,_short-chain_alcohol_dehydrogenase_family	FabG	31.0	0.064516129032258	0.935483870967742	0.0184899690930853	0.11874702445452	0.0686184967738026	0.1002570553614347	0	0	0	0
K00077	0.3914285714285714	0.4814814814814814	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]	path:map00770,path:map01100,path:map01110,path:map01240	Pantothenate and CoA biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of cofactors	22.0	401.0	391.0	9.0	0.926096997690531	H	171.0	261.0	8.0	0.928406466512702	COG1893	Ketopantoate_reductase	PanE	432.0	0.3958333333333333	0.6041666666666666	0.321622084692415	0.548113065615101	0.4348675751537579	0.226490980922686	0	0	0	0
K00082	0.0028571428571428	0.168091168091168	ribD2; 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]	path:map00740,path:map01100,path:map01110,path:map01240	Riboflavin metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of cofactors	115.0	71.0	70.0	2.0	0.986111111111111	H	1.0	71.0	2.0	0.888888888888889	COG1985	Pyrimidine_reductase,_riboflavin_biosynthesis	RibD	72.0	0.0138888888888888	0.9861111111111112	0.0219488376039399	0.488767581086326	0.255358209345133	0.4668187434823861	0	0	0	0
K00086	0.02	0.0541310541310541	dhaT; 1,3-propanediol dehydrogenase [EC:1.1.1.202]	path:map00561,path:map00640,path:map01100	Glycerolipid metabolism,Propanoate metabolism,Metabolic pathways	313.0	29.0	0.0	1.0	1.0	C	7.0	22.0	1.0	1.0	COG1454	Alcohol_dehydrogenase,_class_IV	EutG	29.0	0.2413793103448276	0.7586206896551724	0.279681872546856	0.0907059213829381	0.185193896964897	0.1889759511639179	0	0	0	0
K00087	0.0171428571428571	0.0883190883190883	ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	path:map00230,path:map01100,path:map01120,path:map01232	Purine metabolism,Metabolic pathways,Microbial metabolism in diverse environments,Nucleotide metabolism	124.0	44.0	38.0	5.0	0.785714285714286	C	8.0	47.0	6.0	0.696428571428571	COG1529	Aldehyde,_CO_or_xanthine_dehydrogenase,_Mo-binding_subunit	CoxL	55.0	0.1454545454545454	0.8545454545454545	0.702921991858595	0.836458482938849	0.769690237398722	0.1335364910802539	0	1	0	1
K00088	0.4628571428571428	0.8888888888888888	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]	path:map00230,path:map00983,path:map01100,path:map01110,path:map01232	Purine metabolism,Drug metabolism - other enzymes,Metabolic pathways,Biosynthesis of secondary metabolites,Nucleotide metabolism	295.0	541.0	520.0	3.0	0.940869565217391	F	196.0	379.0	2.0	0.99304347826087	COG0516	IMP_dehydrogenase/GMP_reductase	GuaB	575.0	0.3408695652173913	0.6591304347826087	0.0067324477630106	0.789673159064752	0.3982028034138813	0.7829407113017414	0	0	0	0
K00090	0.0028571428571428	0.0655270655270655	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	path:map00030,path:map00260,path:map00620,path:map00630,path:map01100,path:map01110,path:map01120	Pentose phosphate pathway,Glycine, serine and threonine metabolism,Pyruvate metabolism,Glyoxylate and dicarboxylate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments	273.0	19.0	14.0	3.0	0.76	CH	1.0	24.0	1.0	1.0	COG1052	Lactate_dehydrogenase_or_related_2-hydroxyacid_dehydrogenase	LdhA	25.0	0.04	0.96	0.0159626985750861	0.0547341640875062	0.0353484313312961	0.0387714655124201	0	0	0	0
K00091	0.1142857142857142	0.3076923076923077	E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]			107.0	135.0	83.0	2.0	0.72192513368984	M	43.0	144.0	2.0	0.978609625668449	COG0451	Nucleoside-diphosphate-sugar_epimerase	WcaG	187.0	0.2299465240641711	0.7700534759358288	0.330059222629161	0.0086361701775897	0.1693476964033753	0.3214230524515712	0	0	0	0
K00094	0.0	0.0142450142450142	E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]	path:map00052,path:map01100	Galactose metabolism,Metabolic pathways	346.0	4.0	3.0	2.0	0.8	E	0.0	5.0	1.0	1.0	COG1063	Threonine_dehydrogenase_or_related_Zn-dependent_dehydrogenase	Tdh	5.0	0.0	1.0	0.0521863377894105	0.111194060300111	0.0816901990447607	0.0590077225107005	0	0	0	0
K00096	0.6457142857142857	0.0911680911680911	araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	path:map00564,path:map01110	Glycerophospholipid metabolism,Biosynthesis of secondary metabolites	223.0	271.0	0.0	1.0	1.0	C	236.0	35.0	1.0	1.0	COG0371	Glycerol_dehydrogenase_or_related_enzyme,_iron-containing_ADH_family	GldA	271.0	0.8708487084870848	0.1291512915129151	0.959246078527595	0.226410695653359	0.592828387090477	0.732835382874236	1	1	1	1
K00097	0.0257142857142857	0.5042735042735043	pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	path:map00750,path:map01100,path:map01240	Vitamin B6 metabolism,Metabolic pathways,Biosynthesis of cofactors	200.0	152.0	106.0	2.0	0.767676767676768	H	9.0	189.0	1.0	1.0	COG1995	4-hydroxy-L-threonine_phosphate_dehydrogenase_PdxA	PdxA	198.0	0.0454545454545454	0.9545454545454546	0.254377396991431	0.151776759094146	0.2030770780427885	0.102600637897285	0	0	0	0
K00098	0.0028571428571428	0.0512820512820512	idnD; L-idonate 5-dehydrogenase [EC:1.1.1.264]			320.0	22.0	19.0	2.0	0.88	E	1.0	24.0	1.0	1.0	COG1063	Threonine_dehydrogenase_or_related_Zn-dependent_dehydrogenase	Tdh	25.0	0.04	0.96	0.0113496277221678	0.0300659704662941	0.0207077990942309	0.0187163427441263	0	0	0	0
K00099	0.0057142857142857	0.7578347578347578	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	path:map00900,path:map01100,path:map01110	Terpenoid backbone biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites	263.0	266.0	263.0	3.0	0.985185185185185	I	2.0	268.0	2.0	0.996296296296296	COG0743	1-deoxy-D-xylulose_5-phosphate_reductoisomerase	Dxr	270.0	0.0074074074074074	0.9925925925925926	0.293813694799444	0.0275419219879808	0.1606778083937124	0.2662717728114632	0	0	0	0
K00100	0.0	0.0455840455840455	bdhAB; butanol dehydrogenase [EC:1.1.1.-]	path:map00650,path:map01100,path:map01120	Butanoate metabolism,Metabolic pathways,Microbial metabolism in diverse environments	355.0	18.0	0.0	1.0	1.0	C	0.0	18.0	2.0	0.944444444444444	COG1979	Alcohol_dehydrogenase_YqhD,_Fe-dependent_ADH_family	YqdH	18.0	0.0	1.0	0.875931449672794	0.390563965867637	0.6332477077702154	0.485367483805157	0	0	1	1
K00101	0.0114285714285714	0.1766381766381766	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	path:map00620,path:map01100	Pyruvate metabolism,Metabolic pathways	283.0	98.0	95.0	2.0	0.97029702970297	C	4.0	97.0	2.0	0.97029702970297	COG1304	FMN-dependent_dehydrogenase,_includes_L-lactate_dehydrogenase_and_type_II_isopentenyl_diphosphate_isomerase	LldD	101.0	0.0396039603960396	0.9603960396039604	0.015166928708261	0.0153439964487249	0.0152554625784929	0.0001770677404638	0	0	0	0
K00102	0.2	0.2108262108262108	LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	path:map00620,path:map01100	Pyruvate metabolism,Metabolic pathways	235.0	195.0	0.0	1.0	1.0	C	89.0	106.0	2.0	0.984615384615385	COG0277	FAD/FMN-containing_lactate_dehydrogenase/glycolate_oxidase	GlcD	195.0	0.4564102564102564	0.5435897435897435	0.770362311935167	0.991495857886136	0.8809290849106515	0.221133545950969	1	1	1	1
K00103	0.0085714285714285	0.0797720797720797	GULO; L-gulonolactone oxidase [EC:1.1.3.8]	path:map00053,path:map01100,path:map01240	Ascorbate and aldarate metabolism,Metabolic pathways,Biosynthesis of cofactors	299.0	34.0	0.0	1.0	1.0	C	3.0	31.0	1.0	1.0	COG0277	FAD/FMN-containing_lactate_dehydrogenase/glycolate_oxidase	GlcD	34.0	0.088235294117647	0.9117647058823528	0.0353105518247463	0.0763503435462481	0.0558304476854972	0.0410397917215018	0	0	0	0
K00104	0.3685714285714285	0.5242165242165242	glcD; glycolate oxidase [EC:1.1.3.15]	path:map00630,path:map01100,path:map01110,path:map01120	Glyoxylate and dicarboxylate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments	119.0	558.0	0.0	1.0	1.0	C	264.0	293.0	3.0	0.948028673835126	COG0277	FAD/FMN-containing_lactate_dehydrogenase/glycolate_oxidase	GlcD	557.0	0.473967684021544	0.526032315978456	0.298747256567204	0.547925269441084	0.423336263004144	0.2491780128738799	0	0	0	0
K00105	0.0114285714285714	0.0341880341880341	E1.1.3.21; alpha-glycerophosphate oxidase [EC:1.1.3.21]	path:map00564,path:map01110	Glycerophospholipid metabolism,Biosynthesis of secondary metabolites	468.0	20.0	0.0	1.0	1.0	C	4.0	16.0	1.0	1.0	COG0578	Glycerol-3-phosphate_dehydrogenase	GlpA	20.0	0.2	0.8	0.0372031549291417	0.12919171129856	0.0831974331138508	0.0919885563694183	0	0	0	0
K00106	0.0	0.0	XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]	path:map00230,path:map00232,path:map00983,path:map01100,path:map01110,path:map01120,path:map01232,path:map04146	Purine metabolism,Caffeine metabolism,Drug metabolism - other enzymes,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Nucleotide metabolism,Peroxisome		7.0	6.0	2.0	0.875	F	0.0	0.0	2.0	0.5	COG4630	Xanthine_dehydrogenase,_Fe-S_cluster_and_FAD-binding_subunit_XdhA	XdhA	0.0							0	0	0	0
K00108	0.0028571428571428	0.2079772079772079	betA, CHDH; choline dehydrogenase [EC:1.1.99.1]	path:map00260,path:map01100	Glycine, serine and threonine metabolism,Metabolic pathways	322.0	130.0	106.0	2.0	0.844155844155844	E	1.0	153.0	1.0	1.0	COG2303	Choline_dehydrogenase_or_related_flavoprotein	BetA	154.0	0.0064935064935064	0.9935064935064936	0.0052211049399976	0.0264976530347728	0.0158593789873852	0.0212765480947752	0	0	0	0
K00109	0.0028571428571428	0.0256410256410256	L2HGDH; 2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]	path:map00650,path:map01100	Butanoate metabolism,Metabolic pathways	355.0	5.0	0.0	2.0	0.5	C	1.0	9.0	1.0	1.0	COG0579	L-2-hydroxyglutarate_oxidase_LhgO	LhgO	10.0	0.1	0.9	0.320583628791388	0.895336136082343	0.6079598824368655	0.574752507290955	0	0	0	0
K00111	0.3342857142857143	0.5384615384615384	glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	path:map00564,path:map01110	Glycerophospholipid metabolism,Biosynthesis of secondary metabolites	158.0	408.0	381.0	3.0	0.906666666666667	C	174.0	275.0	5.0	0.675555555555556	COG0578	Glycerol-3-phosphate_dehydrogenase	GlpA	449.0	0.3875278396436525	0.6124721603563474	0.843652480768425	0.964784174882462	0.9042183278254436	0.121131694114037	1	1	1	1
K00112	0.1228571428571428	0.0569800569800569	glpB; glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]	path:map00564,path:map01110	Glycerophospholipid metabolism,Biosynthesis of secondary metabolites	342.0	52.0	35.0	2.0	0.753623188405797	E	47.0	22.0	1.0	1.0	COG3075	Anaerobic_glycerol-3-phosphate_dehydrogenase	GlpB	69.0	0.6811594202898551	0.3188405797101449	0.0050623459297392	0.706464554017973	0.3557634499738561	0.7014022080882338	0	0	0	0
K00113	0.1714285714285714	0.131054131054131	glpC; glycerol-3-phosphate dehydrogenase subunit C	path:map00564,path:map01110	Glycerophospholipid metabolism,Biosynthesis of secondary metabolites	112.0	124.0	0.0	1.0	1.0	C	76.0	48.0	4.0	0.758064516129032	COG0247	Fe-S_cluster-containing_oxidoreductase,_includes_glycolate_oxidase_subunit_GlcF	GlpC	124.0	0.6129032258064516	0.3870967741935484	0.0481026936884977	0.786412284505281	0.4172574890968893	0.7383095908167833	0	0	0	0
K00114	0.0057142857142857	0.0683760683760683	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	path:map00010,path:map00620,path:map00625,path:map01100,path:map01110,path:map01120	Glycolysis / Gluconeogenesis,Pyruvate metabolism,Chloroalkane and chloroalkene degradation,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments	455.0	46.0	45.0	2.0	0.978723404255319	G	4.0	43.0	2.0	0.936170212765958	COG4993	Glucose_dehydrogenase,_PQQ-dependent	Gcd	47.0	0.0851063829787234	0.9148936170212766	0.0057100639284956	0.0118278259438835	0.0087689449361895	0.0061177620153878	0	0	0	0
K00116	0.0857142857142857	0.1367521367521367	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]	path:map00020,path:map00620,path:map01100,path:map01110,path:map01120,path:map01200	Citrate cycle (TCA cycle),Pyruvate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism	346.0	42.0	2.0	2.0	0.51219512195122	C	30.0	52.0	1.0	1.0	COG0579	L-2-hydroxyglutarate_oxidase_LhgO	LhgO	82.0	0.3658536585365853	0.6341463414634146	0.0063763792092747	0.10575668350923	0.0560665313592523	0.0993803042999553	0	0	0	0
K00117	0.0142857142857142	0.150997150997151	gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]	path:map00030,path:map01100,path:map01110	Pentose phosphate pathway,Metabolic pathways,Biosynthesis of secondary metabolites	107.0	84.0	76.0	2.0	0.91304347826087	G	6.0	86.0	5.0	0.456521739130435	COG4993	Glucose_dehydrogenase,_PQQ-dependent	Gcd	92.0	0.0652173913043478	0.9347826086956522	0.0238627467994442	0.121674111904119	0.0727684293517816	0.0978113651046748	0	0	0	0
K00118	0.0114285714285714	0.0712250712250712	gfo; glucose-fructose oxidoreductase [EC:1.1.99.28]			221.0	30.0	29.0	2.0	0.967741935483871	S	4.0	27.0	1.0	1.0	COG0673	Predicted_dehydrogenase	MviM	31.0	0.1290322580645161	0.8709677419354839	0.286957730123545	0.121164991581238	0.2040613608523915	0.1657927385423069	0	0	0	0
K00121	0.0057142857142857	0.2849002849002849	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	path:map00010,path:map00071,path:map00350,path:map00620,path:map00625,path:map00626,path:map00680,path:map00830,path:map00980,path:map00982,path:map01100,path:map01110,path:map01120,path:map01200,path:map01220,path:map04936	Glycolysis / Gluconeogenesis,Fatty acid degradation,Tyrosine metabolism,Pyruvate metabolism,Chloroalkane and chloroalkene degradation,Naphthalene degradation,Methane metabolism,Retinol metabolism,Metabolism of xenobiotics by cytochrome P450,Drug metabolism - cytochrome P450,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism,Degradation of aromatic compounds,Alcoholic liver disease	296.0	137.0	121.0	2.0	0.895424836601307	C	2.0	151.0	2.0	0.862745098039216	COG1062	Zn-dependent_alcohol/formaldehyde_dehydrogenase	FrmA	153.0	0.0130718954248366	0.9869281045751634	0.0114244971292512	0.0517878398416173	0.0316061684854342	0.0403633427123661	0	0	0	0
